User_id,Merchant_id,Action,Coupon_id,Discount_rate,Date_received,Date
13740231,18907,2,100017492,500:50:00,20160513,null
13740231,34805,1,null,null,null,20160321
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,38810,0,null,null,null,20160126
14336199,38810,0,null,null,null,20160126
14336199,38810,0,null,null,null,20160126
14336199,38810,0,null,null,null,20160126
14336199,18907,0,null,null,null,20160127
14336199,18907,0,null,null,null,20160127
14336199,37005,0,null,null,null,20160412
14336199,14305,0,null,null,null,20160127
14336199,18907,0,null,null,null,20160618
10539231,12008,1,null,null,null,20160618
10539231,31904,0,null,null,null,20160107
10539231,12008,1,null,null,null,20160618
14438631,55412,0,null,null,null,20160630
14438631,55412,0,null,null,null,20160630
14438631,38013,0,null,null,null,20160614
14438631,55412,0,null,null,null,20160629
14438631,58215,0,null,null,null,20160421
14438631,29814,0,null,null,null,20160530
14438631,55412,0,null,null,null,20160630
15034599,45003,0,null,null,null,20160411
15034599,45003,0,null,null,null,20160411
15034599,47503,0,null,null,null,20160604
15034599,10513,0,null,null,null,20160113
15034599,14012,0,null,null,null,20160609
15034599,52810,0,null,null,null,20160120
15034599,14012,0,null,null,null,20160609
15034599,14012,0,null,null,null,20160609
15034599,46510,0,null,null,null,20160411
15034599,43404,0,null,null,null,20160124
15034599,32514,0,null,null,null,20160504
15034599,49507,0,null,null,null,20160503
15034599,53004,0,null,null,null,20160609
15034599,14012,0,null,null,null,20160610
15034599,14012,0,null,null,null,20160610
15034599,31607,0,null,null,null,20160503
15034599,21111,0,null,null,null,20160622
15034599,21111,0,null,null,null,20160622
15034599,49507,0,null,null,null,20160120
15034599,10315,0,null,null,null,20160619
15034599,10114,0,null,null,null,20160524
15034599,14012,0,null,null,null,20160613
15034599,14012,0,null,null,null,20160612
11833599,23304,0,null,null,null,20160516
11833599,15900,0,null,null,null,20160424
11833599,15900,0,null,null,null,20160424
11833599,15900,0,null,null,null,20160424
11833599,46511,0,null,null,null,20160424
11237631,20313,0,null,null,null,20160216
11237631,46409,0,null,null,null,20160131
11237631,46409,0,null,null,null,20160131
11237631,46409,0,null,null,null,20160131
11237631,43104,0,null,null,null,20160131
11237631,20313,0,null,null,null,20160213
11237631,51011,0,null,null,null,20160504
11237631,25012,0,null,null,null,20160131
11237631,51011,0,null,null,null,20160221
11237631,26608,0,null,null,null,20160224
11237631,51011,0,null,null,null,20160224
11237631,26904,0,null,null,null,20160609
11237631,36303,0,null,null,null,20160504
11237631,26608,0,null,null,null,20160504
11237631,33910,0,null,null,null,20160124
11237631,39810,0,null,null,null,20160223
15137031,25104,2,100120354,150:50:00,20160613,null
15137031,44706,2,100071973,50:05:00,20160317,null
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,29007,2,100028000,30:01:00,20160405,null
15137031,18907,2,100086665,300:50:00,20160406,null
15137031,18907,2,100160219,300:30:00,20160317,null
11936031,37510,0,null,null,null,20160101
11936031,44906,0,null,null,null,20160409
11936031,21106,0,null,null,null,20160523
11936031,21106,0,null,null,null,20160523
11936031,21106,0,null,null,null,20160523
11936031,44300,0,null,null,null,20160215
11936031,52614,0,null,null,null,20160517
12531999,52614,0,null,null,null,20160212
12531999,38810,0,null,null,null,20160212
12531999,34311,0,null,null,null,20160115
12531999,31709,0,null,null,null,20160225
12531999,25811,0,null,null,null,20160114
12531999,34604,0,null,null,null,20160225
12531999,45907,0,null,null,null,20160404
12531999,23800,0,null,null,null,20160214
12634431,18907,2,100060941,800:50:00,20160614,null
12634431,18907,2,100060941,800:50:00,20160614,null
12634431,18907,2,100231315,500:50:00,20160614,null
12634431,18907,2,100231315,500:50:00,20160614,null
12634431,18907,2,100025195,1000:100,20160614,null
